epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.6578,0.79303,2.48594,1.39245,0.00183,1,0.97037,0.38815,1.84428,13.683,1.82793,0.000647059,0.000647059,0.000647059
