ImageID_flag,x_center,y_center,width,height
image1086_flag,1279.8035888671875,853.1480712890625,2553.844970703125,1706.296142578125
image808_flag,1279.8035888671875,853.1480712890625,2553.844970703125,1706.296142578125
image377_flag,1279.8035888671875,853.1480712890625,2553.844970703125,1706.296142578125
image1144_flag,1279.8035888671875,853.1480712890625,2553.844970703125,1706.296142578125
